children,agent,country
0.0,240.0,PRT
0.0,96.0,CN
0.0,240.0,ESP
0.0,314.0,CN
0.0,96.0,CN
0.0,196.0,SVK
0.0,240.0,CHN
0.0,240.0,FRA
0.0,243.0,GBR
0.0,0.0,PRT
0.0,240.0,ESP
0.0,8.0,GBR
0.0,5.0,PRT
0.0,240.0,PRT
0.0,240.0,TUR
0.0,240.0,TUR
0.0,0.0,PRT
0.0,240.0,ESP
0.0,0.0,PRT
0.0,243.0,GBR
0.0,240.0,ESP
0.0,96.0,CN
0.0,240.0,IRL
0.0,175.0,IRL
0.0,241.0,GBR
0.0,171.0,EST
0.0,171.0,LTU
0.0,240.0,GBR
0.0,250.0,ESP
2.0,240.0,DEU
0.0,0.0,BRA
0.0,250.0,ESP
2.0,240.0,BRA
0.0,0.0,PRT
0.0,250.0,PRT
0.0,171.0,LTU
0.0,241.0,GBR
1.0,240.0,ESP
1.0,240.0,BRA
0.0,175.0,IRL
0.0,240.0,GBR
0.0,240.0,ESP
0.0,240.0,ITA
0.0,0.0,PRT
0.0,0.0,PRT
0.0,240.0,PRT
0.0,250.0,CHL
1.0,241.0,POL
0.0,240.0,GBR
0.0,250.0,NLD
0.0,241.0,IRL
0.0,241.0,IRL
0.0,241.0,GBR
0.0,0.0,IRL
0.0,240.0,GBR
0.0,0.0,GBR
0.0,36.0,GBR
0.0,243.0,GBR
0.0,0.0,GBR
0.0,240.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,240.0,ITA
0.0,242.0,ITA
0.0,240.0,ITA
0.0,240.0,ITA
0.0,0.0,GBR
0.0,0.0,GBR
1.0,240.0,PRT
0.0,250.0,PRT
0.0,0.0,GBR
0.0,240.0,PRT
0.0,201.0,IRL
0.0,201.0,IRL
0.0,201.0,IRL
0.0,96.0,CN
0.0,201.0,IRL
0.0,201.0,IRL
0.0,242.0,IRL
0.0,240.0,IRL
0.0,240.0,AUT
0.0,0.0,PRT
0.0,201.0,IRL
0.0,240.0,USA
0.0,240.0,ESP
0.0,223.0,PRT
0.0,223.0,GBR
0.0,223.0,GBR
1.0,250.0,IRL
0.0,0.0,GBR
0.0,223.0,GBR
0.0,223.0,GBR
0.0,0.0,GBR
0.0,223.0,GBR
0.0,223.0,GBR
0.0,0.0,GBR
0.0,223.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,251.0,CHE
0.0,251.0,CHE
0.0,223.0,GBR
0.0,223.0,GBR
0.0,0.0,GBR
0.0,243.0,GBR
0.0,223.0,GBR
0.0,223.0,GBR
0.0,240.0,CN
0.0,251.0,CHE
0.0,243.0,GBR
0.0,0.0,AUT
0.0,223.0,GBR
0.0,241.0,NLD
0.0,243.0,GBR
0.0,243.0,GBR
0.0,243.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,223.0,GBR
0.0,240.0,GBR
0.0,0.0,GBR
0.0,0.0,ESP
0.0,0.0,PRT
0.0,240.0,PRT
0.0,0.0,GBR
0.0,95.0,IRL
0.0,240.0,ESP
0.0,0.0,PRT
0.0,0.0,PRT
0.0,250.0,SWE
0.0,240.0,NLD
0.0,0.0,IRL
0.0,251.0,DEU
0.0,240.0,POL
0.0,240.0,POL
0.0,240.0,GBR
0.0,240.0,CN
0.0,250.0,ESP
0.0,240.0,ESP
0.0,240.0,IRL
0.0,250.0,USA
0.0,143.0,GBR
0.0,223.0,GBR
0.0,241.0,USA
0.0,240.0,FRA
0.0,250.0,LVA
2.0,240.0,GBR
0.0,240.0,FRA
0.0,147.0,GBR
0.0,315.0,POL
0.0,241.0,GBR
0.0,241.0,GBR
0.0,282.0,PRT
0.0,282.0,PRT
0.0,0.0,PRT
0.0,40.0,GBR
0.0,251.0,DEU
0.0,240.0,NLD
0.0,240.0,GBR
0.0,240.0,PRT
0.0,240.0,DEU
0.0,250.0,PRT
0.0,240.0,AUT
0.0,240.0,AUT
0.0,240.0,AUT
0.0,240.0,DEU
0.0,240.0,AUT
0.0,240.0,LUX
0.0,0.0,PRT
0.0,250.0,PRT
0.0,240.0,DEU
0.0,240.0,ESP
0.0,240.0,CHE
0.0,240.0,PRT
0.0,240.0,PRT
2.0,240.0,GBR
0.0,240.0,PRT
0.0,250.0,IRL
0.0,240.0,ESP
0.0,240.0,SUR
0.0,240.0,PRT
0.0,240.0,GBR
0.0,240.0,ESP
0.0,250.0,PRT
0.0,250.0,PRT
0.0,250.0,IRL
0.0,243.0,GBR
0.0,243.0,GBR
0.0,314.0,IRL
0.0,314.0,IRL
0.0,96.0,CN
0.0,243.0,GBR
0.0,240.0,FRA
0.0,240.0,FRA
0.0,242.0,PRT
0.0,250.0,PRT
0.0,250.0,PRT
0.0,240.0,PRT
0.0,0.0,PRT
0.0,250.0,PRT
0.0,2.0,GBR
0.0,96.0,CN
0.0,250.0,LUX
0.0,250.0,PRT
0.0,250.0,PRT
0.0,96.0,CN
2.0,240.0,DEU
0.0,171.0,EST
0.0,240.0,GBR
0.0,6.0,GBR
0.0,6.0,GBR
0.0,40.0,GBR
0.0,250.0,PRT
2.0,240.0,HUN
0.0,240.0,IRL
0.0,251.0,DEU
0.0,177.0,IRL
0.0,15.0,PRT
0.0,240.0,FRA
0.0,240.0,POL
0.0,240.0,POL
0.0,0.0,PRT
0.0,0.0,PRT
0.0,250.0,PRT
0.0,0.0,FRA
0.0,240.0,PRT
0.0,336.0,ITA
0.0,250.0,PRT
0.0,240.0,CHN
0.0,250.0,IRL
2.0,240.0,IRL
0.0,0.0,IRL
0.0,0.0,IRL
0.0,96.0,CN
0.0,96.0,CN
0.0,241.0,PRT
0.0,241.0,PRT
0.0,250.0,THA
0.0,240.0,PRT
0.0,240.0,NLD
0.0,240.0,CN
0.0,432.0,IRL
0.0,250.0,THA
0.0,240.0,RUS
2.0,240.0,GBR
2.0,240.0,GBR
0.0,240.0,GBR
2.0,240.0,GBR
0.0,0.0,GBR
0.0,243.0,GBR
0.0,0.0,PRT
0.0,241.0,PRT
0.0,243.0,GBR
0.0,240.0,CN
0.0,240.0,CN
0.0,240.0,GBR
0.0,240.0,GBR
0.0,240.0,ESP
0.0,360.0,GBR
0.0,360.0,GBR
0.0,250.0,PRT
0.0,240.0,IRL
0.0,240.0,PRT
0.0,240.0,ESP
0.0,240.0,ESP
0.0,240.0,ESP
2.0,240.0,PRT
0.0,240.0,IRL
0.0,240.0,PRT
0.0,250.0,PRT
0.0,147.0,CYP
0.0,240.0,IRL
0.0,240.0,IRL
1.0,240.0,IRL
0.0,240.0,IRL
0.0,250.0,IRL
0.0,243.0,GBR
0.0,40.0,GBR
0.0,40.0,GBR
0.0,128.0,BEL
0.0,315.0,POL
0.0,241.0,GBR
0.0,240.0,ESP
0.0,240.0,ESP
0.0,242.0,ESP
0.0,240.0,CHL
0.0,0.0,PRT
0.0,251.0,DEU
0.0,240.0,LTU
0.0,240.0,PRT
1.0,240.0,BEL
0.0,240.0,FRA
0.0,240.0,FRA
0.0,240.0,CHE
0.0,240.0,CHE
0.0,240.0,IRL
0.0,240.0,CN
0.0,240.0,CN
0.0,261.0,PRT
0.0,242.0,PRT
0.0,240.0,IRL
0.0,240.0,HRV
0.0,240.0,IRL
0.0,240.0,ESP
0.0,240.0,IRL
0.0,0.0,PRT
0.0,26.0,GBR
0.0,143.0,GBR
0.0,143.0,GBR
0.0,40.0,GBR
0.0,96.0,IRL
0.0,250.0,GBR
0.0,240.0,CN
0.0,240.0,IRL
0.0,0.0,BEL
0.0,240.0,PRT
0.0,0.0,CHE
0.0,96.0,IRL
0.0,96.0,IRL
0.0,96.0,IRL
0.0,96.0,IRL
0.0,96.0,IRL
0.0,96.0,IRL
0.0,96.0,IRL
0.0,96.0,IRL
0.0,96.0,IRL
0.0,96.0,IRL
0.0,96.0,IRL
0.0,96.0,IRL
0.0,96.0,IRL
0.0,96.0,IRL
0.0,96.0,IRL
0.0,240.0,IRL
0.0,96.0,IRL
0.0,163.0,DEU
0.0,241.0,GBR
0.0,0.0,PRT
0.0,250.0,ESP
0.0,240.0,POL
0.0,240.0,GBR
0.0,314.0,IRL
0.0,314.0,GBR
0.0,240.0,GBR
0.0,240.0,GBR
0.0,240.0,GBR
0.0,243.0,GBR
0.0,243.0,GBR
0.0,243.0,GBR
0.0,243.0,GBR
2.0,240.0,PRT
0.0,250.0,PRT
0.0,243.0,GBR
0.0,243.0,GBR
0.0,40.0,GBR
0.0,243.0,GBR
0.0,40.0,GBR
0.0,40.0,GBR
0.0,240.0,ESP
0.0,243.0,GBR
0.0,243.0,GBR
0.0,240.0,IRL
0.0,72.0,PRT
0.0,240.0,ESP
0.0,240.0,AUT
0.0,240.0,CN
0.0,251.0,CHE
0.0,72.0,PRT
0.0,72.0,PRT
0.0,240.0,ESP
0.0,0.0,ESP
0.0,240.0,CHE
0.0,240.0,DEU
0.0,243.0,GBR
0.0,250.0,GBR
1.0,250.0,PRT
0.0,240.0,PRT
0.0,315.0,POL
2.0,0.0,CZE
0.0,240.0,CN
0.0,253.0,GBR
0.0,240.0,NLD
0.0,171.0,EST
0.0,171.0,EST
0.0,251.0,DEU
0.0,0.0,USA
0.0,0.0,USA
0.0,171.0,EST
0.0,0.0,USA
0.0,0.0,USA
0.0,0.0,USA
0.0,0.0,USA
0.0,240.0,FRA
2.0,240.0,IRL
0.0,240.0,GBR
0.0,240.0,PRT
0.0,0.0,AUS
0.0,240.0,HUN
0.0,240.0,HUN
0.0,241.0,NLD
0.0,240.0,CHE
0.0,241.0,DEU
0.0,240.0,BEL
0.0,0.0,FRA
0.0,143.0,GBR
0.0,250.0,GBR
0.0,253.0,DNK
1.0,240.0,NLD
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,240.0,ITA
0.0,0.0,PRT
0.0,0.0,NLD
0.0,242.0,LVA
0.0,242.0,LVA
0.0,0.0,GBR
0.0,240.0,GBR
0.0,250.0,PRT
0.0,250.0,PRT
0.0,240.0,ESP
0.0,240.0,USA
0.0,243.0,GBR
0.0,436.0,GBR
0.0,240.0,GBR
0.0,243.0,GBR
0.0,240.0,BEL
0.0,250.0,CHE
0.0,240.0,PRT
0.0,251.0,DEU
0.0,251.0,CHE
0.0,242.0,ESP
0.0,243.0,GBR
0.0,251.0,CHE
0.0,243.0,GBR
0.0,243.0,GBR
0.0,240.0,GBR
0.0,243.0,GBR
0.0,240.0,ESP
0.0,240.0,PRT
0.0,240.0,ESP
2.0,240.0,GBR
0.0,450.0,PRT
0.0,181.0,PRT
0.0,96.0,IRL
0.0,96.0,IRL
0.0,96.0,IRL
0.0,240.0,ESP
2.0,240.0,ESP
0.0,240.0,ESP
0.0,0.0,IRL
0.0,250.0,IRL
0.0,96.0,IRL
0.0,240.0,COL
0.0,250.0,USA
0.0,250.0,USA
0.0,240.0,PRT
0.0,240.0,ESP
0.0,243.0,GBR
0.0,0.0,RUS
1.0,240.0,FRA
0.0,171.0,GBR
0.0,253.0,GBR
0.0,253.0,GBR
0.0,253.0,GBR
0.0,253.0,GBR
0.0,253.0,GBR
0.0,253.0,GBR
0.0,253.0,GBR
0.0,253.0,GBR
0.0,253.0,GBR
0.0,253.0,GBR
0.0,253.0,GBR
0.0,253.0,GBR
0.0,253.0,GBR
0.0,243.0,GBR
0.0,243.0,GBR
2.0,240.0,ISR
0.0,253.0,GBR
0.0,253.0,GBR
0.0,253.0,NZL
0.0,243.0,GBR
0.0,251.0,CHE
0.0,240.0,FRA
0.0,40.0,GBR
0.0,0.0,GBR
0.0,0.0,ESP
0.0,0.0,GBR
0.0,240.0,ITA
0.0,240.0,DEU
0.0,243.0,GBR
0.0,250.0,CHE
0.0,243.0,GBR
0.0,243.0,GBR
0.0,180.0,PRT
0.0,78.0,PRT
0.0,143.0,GBR
0.0,241.0,IRL
2.0,240.0,GBR
0.0,40.0,GBR
0.0,250.0,IRL
0.0,0.0,PRT
0.0,40.0,GBR
0.0,240.0,ITA
0.0,314.0,GBR
0.0,240.0,PRT
0.0,314.0,GBR
0.0,0.0,PRT
0.0,240.0,PRT
0.0,36.0,CHE
0.0,240.0,BRA
0.0,240.0,BRA
0.0,242.0,PRT
0.0,240.0,PRT
0.0,240.0,ITA
0.0,0.0,SWE
0.0,242.0,FRA
0.0,201.0,IRL
0.0,240.0,BRA
0.0,240.0,BRA
0.0,201.0,IRL
0.0,240.0,COL
0.0,201.0,IRL
0.0,201.0,IRL
0.0,0.0,ESP
0.0,0.0,ESP
0.0,201.0,IRL
0.0,0.0,ESP
0.0,0.0,ESP
0.0,201.0,IRL
0.0,201.0,IRL
0.0,241.0,USA
0.0,0.0,PRT
0.0,240.0,ESP
0.0,240.0,GBR
0.0,240.0,ESP
0.0,0.0,PRT
0.0,240.0,GBR
0.0,250.0,PRT
0.0,240.0,IRL
0.0,240.0,IRL
0.0,240.0,POL
0.0,0.0,GBR
0.0,314.0,GBR
0.0,240.0,NLD
0.0,201.0,IRL
0.0,201.0,IRL
0.0,240.0,GBR
0.0,242.0,PRT
0.0,201.0,IRL
0.0,240.0,PRT
0.0,201.0,IRL
0.0,240.0,BEL
0.0,240.0,IRL
0.0,240.0,PRT
0.0,241.0,IRL
0.0,6.0,FRA
0.0,240.0,NLD
0.0,243.0,GBR
0.0,241.0,GBR
0.0,40.0,GBR
0.0,40.0,GBR
0.0,15.0,CN
0.0,15.0,CN
0.0,15.0,CN
0.0,15.0,CN
0.0,15.0,CN
0.0,15.0,CN
0.0,15.0,CN
0.0,15.0,CN
0.0,15.0,CN
0.0,15.0,CN
0.0,15.0,CN
0.0,15.0,CN
0.0,15.0,CN
0.0,40.0,GBR
0.0,0.0,USA
0.0,40.0,GBR
0.0,243.0,GBR
0.0,15.0,CN
0.0,15.0,CN
0.0,15.0,CN
0.0,40.0,GBR
0.0,240.0,ESP
0.0,243.0,GBR
0.0,15.0,CN
0.0,15.0,CN
0.0,15.0,CN
0.0,95.0,GBR
0.0,15.0,CN
0.0,240.0,GBR
0.0,15.0,CN
0.0,0.0,BEL
0.0,240.0,IRL
0.0,251.0,PRT
0.0,240.0,FRA
0.0,250.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,GBR
0.0,0.0,GBR
0.0,241.0,GBR
0.0,251.0,PRT
0.0,250.0,GBR
0.0,0.0,GBR
0.0,6.0,FRA
0.0,96.0,CN
0.0,0.0,PRT
0.0,242.0,FRA
0.0,6.0,ESP
0.0,6.0,ESP
0.0,240.0,IRL
0.0,250.0,GBR
0.0,240.0,FRA
0.0,96.0,CN
0.0,240.0,PRT
0.0,96.0,CN
0.0,96.0,CN
0.0,96.0,CN
0.0,0.0,USA
0.0,240.0,PRT
0.0,6.0,ESP
0.0,96.0,CN
0.0,96.0,CN
0.0,96.0,CN
0.0,6.0,ESP
0.0,244.0,RUS
0.0,96.0,CN
0.0,6.0,PRT
0.0,250.0,USA
0.0,0.0,PRT
0.0,314.0,PRT
0.0,250.0,IRL
0.0,0.0,BEL
0.0,240.0,GBR
0.0,40.0,GBR
0.0,241.0,GBR
0.0,240.0,ESP
0.0,0.0,PRT
0.0,15.0,CN
2.0,240.0,IRL
0.0,241.0,GBR
0.0,171.0,LVA
0.0,240.0,ESP
0.0,40.0,GBR
0.0,241.0,PRT
0.0,240.0,NLD
0.0,171.0,IRL
0.0,171.0,LTU
0.0,240.0,IRL
0.0,251.0,DEU
2.0,240.0,POL
1.0,96.0,CN
0.0,250.0,IRL
0.0,250.0,IRL
0.0,241.0,GBR
0.0,240.0,GBR
1.0,240.0,GBR
0.0,240.0,GBR
0.0,240.0,RUS
0.0,251.0,DEU
0.0,251.0,DEU
0.0,251.0,PRT
0.0,251.0,PRT
0.0,251.0,DEU
0.0,251.0,DEU
0.0,251.0,DEU
0.0,251.0,DEU
0.0,251.0,DEU
0.0,251.0,DEU
0.0,251.0,DEU
0.0,251.0,DEU
0.0,251.0,DEU
0.0,251.0,DEU
0.0,240.0,IRL
0.0,240.0,GBR
0.0,0.0,PRT
0.0,0.0,PRT
0.0,240.0,BEL
0.0,240.0,BEL
0.0,250.0,IRL
0.0,143.0,GBR
0.0,436.0,GBR
0.0,241.0,GBR
0.0,250.0,IRL
0.0,0.0,GBR
0.0,243.0,GBR
0.0,243.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,315.0,GBR
0.0,0.0,GBR
0.0,315.0,PRT
0.0,250.0,PRT
0.0,240.0,PRT
0.0,315.0,GBR
0.0,0.0,GBR
0.0,240.0,PRT
0.0,240.0,PRT
0.0,0.0,AGO
0.0,315.0,GBR
0.0,0.0,GBR
0.0,315.0,GBR
0.0,0.0,GBR
0.0,315.0,GBR
0.0,0.0,GBR
1.0,250.0,PRT
0.0,240.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
1.0,240.0,ESP
0.0,315.0,GBR
0.0,0.0,GBR
2.0,240.0,USA
0.0,0.0,PRT
1.0,0.0,PRT
0.0,315.0,GBR
0.0,0.0,GBR
0.0,0.0,PRT
2.0,250.0,ESP
0.0,241.0,GBR
0.0,0.0,GBR
0.0,241.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,315.0,GBR
0.0,315.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,315.0,GBR
0.0,0.0,GBR
0.0,315.0,GBR
0.0,315.0,GBR
0.0,0.0,GBR
0.0,315.0,GBR
0.0,0.0,GBR
0.0,315.0,GBR
0.0,0.0,GBR
0.0,315.0,GBR
0.0,0.0,GBR
0.0,315.0,OMN
0.0,0.0,OMN
0.0,315.0,GBR
0.0,0.0,GBR
0.0,315.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
2.0,0.0,GBR
0.0,240.0,ESP
0.0,240.0,DEU
0.0,0.0,GBR
0.0,0.0,GBR
0.0,26.0,GBR
2.0,0.0,GBR
0.0,0.0,GBR
0.0,314.0,PRT
0.0,0.0,PRT
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,ESP
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,250.0,USA
0.0,251.0,DEU
0.0,251.0,DEU
0.0,251.0,CHE
0.0,250.0,PRT
0.0,0.0,PRT
0.0,251.0,CHE
0.0,314.0,GBR
0.0,314.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,PRT
0.0,0.0,GBR
0.0,0.0,SUR
0.0,0.0,GBR
0.0,0.0,GBR
2.0,240.0,IRL
0.0,0.0,GBR
0.0,315.0,GBR
0.0,0.0,PRT
2.0,240.0,ITA
0.0,434.0,IRL
0.0,261.0,PRT
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,261.0,PRT
0.0,196.0,PRT
0.0,250.0,POL
0.0,0.0,ESP
0.0,251.0,SWE
0.0,0.0,PRT
0.0,0.0,ESP
0.0,171.0,IRL
0.0,240.0,GBR
0.0,240.0,GBR
0.0,240.0,PRT
0.0,250.0,IRL
0.0,240.0,PRT
0.0,240.0,FRA
0.0,240.0,PRT
0.0,240.0,PRT
0.0,314.0,IRL
0.0,240.0,ESP
0.0,241.0,GBR
0.0,0.0,NLD
0.0,242.0,IRL
0.0,0.0,GBR
0.0,242.0,GBR
0.0,91.0,IRL
0.0,91.0,IRL
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,240.0,IRL
0.0,91.0,IRL
0.0,0.0,GBR
0.0,0.0,GBR
0.0,147.0,IRL
0.0,0.0,PRT
0.0,0.0,PRT
0.0,242.0,IRL
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,242.0,IRL
0.0,91.0,IRL
0.0,91.0,IRL
0.0,91.0,IRL
0.0,0.0,GBR
0.0,91.0,IRL
0.0,250.0,IRL
0.0,454.0,GBR
0.0,0.0,GBR
0.0,454.0,GBR
0.0,0.0,GBR
0.0,91.0,IRL
0.0,91.0,IRL
0.0,91.0,IRL
0.0,240.0,DEU
0.0,171.0,GBR
0.0,240.0,ESP
0.0,240.0,ESP
0.0,261.0,PRT
0.0,240.0,USA
0.0,171.0,GBR
0.0,240.0,FRA
0.0,314.0,PRT
0.0,0.0,GBR
0.0,240.0,BEL
0.0,0.0,BEL
0.0,242.0,CN
0.0,240.0,FRA
0.0,240.0,ESP
0.0,240.0,ESP
0.0,240.0,FRA
0.0,0.0,PRT
0.0,240.0,ESP
0.0,240.0,BRA
0.0,240.0,ESP
0.0,240.0,ESP
0.0,240.0,ITA
0.0,240.0,NLD
0.0,240.0,FRA
0.0,240.0,ESP
0.0,240.0,ESP
0.0,240.0,IRL
0.0,240.0,ESP
0.0,241.0,USA
0.0,240.0,ESP
0.0,0.0,ESP
0.0,240.0,ESP
0.0,240.0,GBR
0.0,240.0,GBR
0.0,250.0,GBR
0.0,177.0,PRT
0.0,240.0,PRT
0.0,0.0,PRT
0.0,240.0,GBR
0.0,240.0,IRL
0.0,240.0,ESP
0.0,171.0,GBR
0.0,240.0,ESP
0.0,250.0,IRL
0.0,240.0,NLD
0.0,40.0,GBR
0.0,241.0,CN
0.0,104.0,PRT
0.0,455.0,PRT
0.0,455.0,PRT
0.0,455.0,PRT
0.0,455.0,PRT
0.0,251.0,CHE
0.0,0.0,BEL
0.0,0.0,BEL
0.0,0.0,BEL
0.0,0.0,BEL
0.0,0.0,BEL
0.0,0.0,BEL
0.0,0.0,BEL
0.0,0.0,BEL
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,240.0,PRT
0.0,250.0,PRT
0.0,0.0,ESP
0.0,240.0,IRL
0.0,240.0,ESP
0.0,0.0,GBR
0.0,250.0,USA
0.0,250.0,IRL
0.0,0.0,PRT
0.0,0.0,PRT
0.0,251.0,DEU
0.0,0.0,CN
0.0,0.0,CN
0.0,0.0,PRT
0.0,240.0,DEU
0.0,240.0,GBR
0.0,240.0,GBR
0.0,0.0,PRT
2.0,240.0,CHE
0.0,273.0,GBR
0.0,273.0,GBR
0.0,273.0,GBR
0.0,273.0,GBR
0.0,273.0,GBR
0.0,273.0,GBR
0.0,273.0,GBR
0.0,273.0,GBR
0.0,273.0,GBR
0.0,273.0,GBR
0.0,273.0,GBR
0.0,0.0,RUS
0.0,0.0,USA
0.0,0.0,RUS
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,DNK
0.0,0.0,GBR
0.0,273.0,GBR
0.0,273.0,GBR
0.0,0.0,PRT
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,273.0,GBR
0.0,273.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,PRT
0.0,0.0,BEL
0.0,240.0,BEL
0.0,0.0,GBR
0.0,0.0,FRA
0.0,0.0,PRT
0.0,0.0,GBR
0.0,240.0,GBR
0.0,240.0,GBR
0.0,0.0,FRA
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,0.0,GBR
0.0,241.0,GBR
0.0,177.0,USA
0.0,240.0,ESP
0.0,250.0,FRA
0.0,0.0,GBR
0.0,0.0,NLD
0.0,0.0,PRT
0.0,0.0,GBR
0.0,250.0,PRT
0.0,0.0,GBR
0.0,0.0,BEL
0.0,240.0,GBR
0.0,0.0,NLD
0.0,240.0,NLD
0.0,0.0,POL
0.0,0.0,NLD
0.0,240.0,PRT
0.0,0.0,GBR
0.0,273.0,GBR
0.0,250.0,POL
0.0,250.0,GBR
0.0,40.0,GBR
0.0,177.0,DEU
0.0,59.0,CYP
0.0,327.0,PRT
0.0,6.0,CHE
0.0,0.0,GBR
0.0,273.0,GBR
0.0,273.0,GBR
0.0,273.0,GBR
0.0,273.0,GBR
0.0,273.0,GBR
0.0,273.0,GBR
0.0,273.0,GBR
0.0,241.0,GBR
0.0,0.0,PRT
0.0,273.0,GBR
0.0,240.0,USA
0.0,240.0,ESP
0.0,240.0,BRA
0.0,240.0,IRL
0.0,6.0,ESP
0.0,0.0,PRT
0.0,0.0,PRT
0.0,250.0,ESP
0.0,0.0,GBR
0.0,0.0,GBR
0.0,250.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,368.0,RUS
0.0,368.0,PRT
0.0,368.0,RUS
0.0,368.0,RUS
0.0,368.0,RUS
0.0,368.0,RUS
0.0,368.0,RUS
0.0,368.0,RUS
0.0,368.0,RUS
0.0,368.0,RUS
0.0,368.0,RUS
0.0,368.0,RUS
0.0,368.0,RUS
0.0,306.0,USA
0.0,306.0,USA
0.0,6.0,ESP
0.0,368.0,RUS
0.0,368.0,RUS
0.0,368.0,PRT
0.0,240.0,PRT
0.0,240.0,CHE
0.0,240.0,ESP
0.0,240.0,PRT
0.0,241.0,GBR
0.0,241.0,GBR
0.0,6.0,GBR
0.0,6.0,FRA
0.0,6.0,GBR
1.0,241.0,PRT
0.0,240.0,ESP
0.0,0.0,ITA
0.0,0.0,SWE
0.0,0.0,AUT
0.0,0.0,AUT
0.0,0.0,AUT
0.0,0.0,AUT
0.0,243.0,GBR
0.0,0.0,GBR
0.0,314.0,ESP
0.0,5.0,PRT
0.0,5.0,PRT
0.0,0.0,SWE
0.0,0.0,PRT
0.0,184.0,NOR
0.0,0.0,ITA
0.0,0.0,SWE
0.0,0.0,SWE
0.0,0.0,SWE
0.0,243.0,GBR
0.0,0.0,SWE
0.0,243.0,GBR
0.0,0.0,SWE
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,241.0,USA
1.0,0.0,PRT
1.0,0.0,PRT
0.0,240.0,PRT
0.0,240.0,DEU
0.0,0.0,ITA
0.0,241.0,USA
0.0,241.0,USA
0.0,241.0,USA
0.0,241.0,USA
0.0,314.0,ESP
0.0,6.0,FRA
0.0,0.0,AUT
0.0,251.0,AUT
0.0,2.0,GBR
0.0,0.0,DEU
0.0,0.0,DEU
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,ITA
0.0,0.0,DEU
0.0,0.0,BEL
0.0,0.0,DEU
0.0,240.0,ITA
0.0,96.0,CN
0.0,240.0,ITA
0.0,243.0,GBR
0.0,96.0,PRT
0.0,96.0,CN
0.0,240.0,ESP
0.0,2.0,GBR
0.0,96.0,CN
0.0,0.0,CHL
0.0,240.0,NLD
0.0,0.0,PRT
0.0,2.0,GBR
0.0,96.0,CN
0.0,96.0,CN
0.0,2.0,GBR
0.0,240.0,PRT
0.0,240.0,FRA
0.0,240.0,ESP
0.0,240.0,DEU
0.0,40.0,GBR
0.0,96.0,CN
0.0,96.0,CN
